Wordsin the spoken component 
__________________
Number	Word	Tag	Frequency
53122	opportunist nn1-aj0		2
53123	opportun unc		2
53124	opposable aj0		2
53125	oppressed vvn		2
53126	opp unc		2
53127	opted vvd		2
53128	optics nn1		2
53129	optimization nn1		2
53130	optimi unc		2
53131	orals nn2		2
53132	orange np0		2
53133	ora unc		2
53134	orbits nn2		2
53135	orbit unc		2
53136	orchestrated aj0		2
53137	ordering nn1-vvg		2
53138	orderlies nn2		2
53139	orderly nn1		2
53140	ordinance nn1		2
53141	ordinance np0-nn1		2
53142	orelia np0		2
53143	organised vvd-vvn		2
53144	organizing nn1-aj0		2
53145	organo-phosphates nn2		2
53146	organ unc		2
53147	orientated vvn-vvd		2
53148	orientate vvi		2
53149	oriented aj0-vvd		2
53150	origami nn2		2
53151	originated vvn-vvd		2
53152	originating vvg		2
53153	orig unc		2
53154	orkneyisms nn2		2
53155	ormanroyd nn1-vvb		2
53156	orme np0		2
53157	ornate aj0		2
53158	orthopaedics nn1		2
53159	oscillation nn1		2
53160	oscilloscope nn1		2
53161	osmosis nn1-np0		2
53162	osmotic aj0		2
53163	ossie np0		2
53164	ostend np0		2
53165	ostensible aj0		2
53166	osteoarthritic aj0		2
53167	ostler nn1		2
53168	ostracize vvi		2
53169	otamy nn1-aj0		2
53170	othe unc		2
53171	ottoman aj0-nn1		2
53172	otto np0		2
53173	ough unc		2
53174	oust vvi		2
53175	out-dated aj0		2
53176	out-sourcing nn1-vvg		2
53177	out-sourcing vvg		2
53178	outdated aj0-vvn		2
53179	outer-wear aj0-nn1		2
53180	outer np0		2
53181	outlawed vvn		2
53182	outlived vvn		2
53183	outplayed vvd		2
53184	output vvn		2
53185	outrageously av0		2
53186	outrages nn2		2
53187	outright av0		2
53188	outstripping vvg		2
53189	ovaltiney np0-nn1		2
53190	oval aj0		2
53191	ovations nn2		2
53192	over-amorous aj0		2
53193	over-provide vvi		2
53194	over-reading nn1		2
53195	over-rule vvi		2
53196	over-spending nn1		2
53197	over- aj0-nn1		2
53198	overactivity nn1		2
53199	overbearing aj0		2
53200	overcast aj0-nn1		2
53201	overcharged vvn-aj0		2
53202	overcook vvb		2
53203	overcrowding vvg-nn1		2
53204	overdid vvd		2
53205	overdoing vvg		2
53206	overdone vvn		2
53207	overfeed vvi		2
53208	overflows nn2-vvz		2
53209	overflows vvz		2
53210	overhauled vvn		2
53211	overhaul nn1-vvb		2
53212	overhead aj0		2
53213	overheard vvn		2
53214	overhears vvz		2
53215	overland av0		2
53216	overlaps nn2		2
53217	overlaps vvz-nn2		2
53218	overleaf av0		2
53219	overloaded vvn-aj0		2
53220	overload vvb		2
53221	overlooks vvz		2
53222	overplayed vvd		2
53223	overpowered aj0-vvn		2
53224	overpriced aj0		2
53225	overreacting vvg		2
53226	overreacting vvg-aj0		2
53227	override nn1		2
53228	override vvb-nn1		2
53229	overrun vvi		2
53230	overshadowed vvn		2
53231	overshoot nn1		2
53232	overspent vvn-aj0		2
53233	overstayed vvd		2
53234	overthrows vvz		2
53235	overthrow vvb-nn1		2
53236	overton np0		2
53237	overturn vvi		2
53238	overtype nn1		2
53239	overwatering np0		2
53240	overwrite vvi		2
53241	overwriting vvg		2
53242	over aj0-nn1		2
53243	owing aj0-vvg		2
53244	own-some dt0		2
53245	owned aj0-vvn		2
53246	oxaid np0		2
53247	oxes nn2		2
53248	oxford-based aj0-nn1		2
53249	oxo np0		2
53250	oxo np0-nn1		2
53251	oxpens np0		2
53252	oxrad np0		2
53253	oxygenated aj0		2
53254	ox unc		2
53255	ozzie np0-nn1		2
53256	p.m. av0		2
53257	p17 unc		2
53258	p1 unc		2
53259	p32 unc		2
53260	pacemaker nn1		2
53261	pacers nn2		2
53262	pacifier nn1		2
53263	pacing vvg		2
53264	package vvb-nn1		2
53265	pac unc		2
53266	padded aj0-vvn		2
53267	padded vvd-aj0		2
53268	padded vvn		2
53269	padley np0		2
53270	padlock nn1-vvb		2
53271	padlock vvb		2
53272	padova np0-nn1		2
53273	paediatrician nn1		2
53274	paediatrics nn2		2
53275	pagan nn1-aj0		2
53276	paged vvd		2
53277	paged vvn-aj0		2
53278	pages nn2-vvz		2
53279	page nn1-np0		2
53280	paid aj0-vvd		2
53281	paigns unc		2
53282	paine np0		2
53283	paintbrush nn1-vvb		2
53284	paints vvz-nn2		2
53285	paired aj0		2
53286	paired vvn-vvd		2
53287	pakis nn1-np0		2
53288	paki aj0		2
53289	paki aj0-nn1		2
53290	paki nn1-np0		2
53291	pakkie np0-nn1		2
53292	palaeotology nn1		2
53293	palatable aj0		2
53294	palatial aj0		2
53295	palestinian nn1		2
53296	palfry nn1		2
53297	paling nn1-vvg		2
53298	paling vvg		2
53299	palladium nn1		2
53300	palletize vvb		2
53301	pallor nn1		2
53302	palma np0		2
53303	paly av0-aj0		2
53304	pal unc		2
53305	pammie np0		2
53306	pampas nn1		2
53307	pampers vvz		2
53308	pamphleteering vvg-nn1		2
53309	pan-eastern aj0		2
53310	panache nn1		2
53311	pancreas nn1		2
53312	pancreas np0		2
53313	pandolfi np0		2
53314	pandy np0		2
53315	pandy np0-nn1		2
53316	pand unc		2
53317	panelled aj0-vvn		2
53318	panellist nn1		2
53319	panellist nn1-np0		2
53320	panicked aj0-vvd		2
53321	panicked vvn-aj0		2
53322	panopticon nn1		2
53323	panther nn1		2
53324	panties nn2		2
53325	pantiles nn2		2
53326	pantograph nn1		2
53327	pantyhose nn1-vvb		2
53328	pan vvb-nn1		2
53329	papal aj0		2
53330	papay np0-nn1		2
53331	papered vvd		2
53332	papered vvn-vvd		2
53333	paperwork nn1-np0		2
53334	papya np0		2
53335	pap unc		2
53336	parachutes nn2		2
53337	paradigmatic aj0		2
53338	paradises nn2		2
53339	paralinguistics nn1		2
53340	parallels vvz		2
53341	parallel aj0		2
53342	paralytic aj0		2
53343	paralyze vvi		2
53344	paramedical aj0		2
53345	parametric aj0		2
53346	paramilitary aj0		2
53347	paramixa nn1		2
53348	paraphernalia nn0		2
53349	paraphrase vvb		2
53350	paraphrasing vvg		2
53351	parasitology nn1		2
53352	parasol nn1		2
53353	parcelization nn1		2
53354	parcelled vvn		2
53355	parcel vvb-nn1		2
53356	parched aj0		2
53357	parchment nn1		2
53358	parc unc		2
53359	pardah np0		2
53360	pardons nn2		2
53361	paricipate vvb		2
53362	parkerknoll nn1-vvb		2
53363	parkgate np0		2
53364	parkses np0		2
53365	parkside nn1-np0		2
53366	parks nn2-vvz		2
53367	parks vvz-nn2		2
53368	park unc		2
53369	parlance nn1		2
53370	parlez-vous unc		2
53371	parliamentarian nn1		2
53372	parl unc		2
53373	parried vvd		2
53374	parsonage nn1		2
53375	part-time av0-aj0		2
53376	partake vvb-nn1		2
53377	participative aj0		2
53378	participle nn1		2
53379	particular nn1		2
53380	particula unc		2
53381	parting vvg-nn1		2
53382	partisan aj0-nn1		2
53383	partition vvb-nn1		2
53384	partying vvg		2
53385	paschendale np0		2
53386	passageways nn2		2
53387	passer nn1		2
53388	passing aj0		2
53389	passionless aj0		2
53390	pastas nn2		2
53391	paste-up nn1		2
53392	pastels nn2		2
53393	paster nn1		2
53394	pastorally av0		2
53395	pastorate nn1		2
53396	pasty nn1		2
53397	patch-up nn1		2
53398	patched aj0		2
53399	patched vvd		2
53400	patched vvn		2
53401	patched vvn-aj0		2
53402	patching vvg		2
53403	patching vvg-aj0		2
53404	patching vvg-nn1		2
53405	patented vvn		2
53406	paternalistic aj0		2
53407	patha unc		2
53408	path unc		2
53409	patriarch nn1		2
53410	patriotism nn1		2
53411	patronisingly av0		2
53412	patronizing aj0-vvg		2
53413	pats nn2-vvz		2
53414	patted vvd		2
53415	patton np0		2
53416	pat nn1-np0		2
53417	pat nn1-vvb		2
53418	pat vvb-nn1		2
53419	paulo np0		2
53420	pauly np0		2
53421	paul unc		2
53422	paunch nn1		2
53423	paupers nn2		2
53424	paused vvn		2
53425	pauses nn2-vvz		2
53426	paved vvn-aj0		2
53427	pavings nn2		2
53428	pawnshops nn2		2
53429	paxmans np0		2
53430	paxo np0		2
53431	payed aj0-vvd		2
53432	paynes np0		2
53433	payout nn1		2
53434	pc np0		2
53435	peace-keeping nn1-aj0		2
53436	peacehaven np0		2
53437	peachy aj0-nn1		2
53438	peahens nn2		2
53439	peaked aj0		2
53440	peak vvb-nn1		2
53441	peartree nn1		2
53442	peas unc		2
53443	pecan nn1		2
53444	pecking vvg		2
53445	pedalling vvg-nn1		2
53446	pedder ajc		2
53447	peddlers nn2		2
53448	peddler nn1		2
53449	pedestrianizing vvg-aj0		2
53450	pedicures nn2		2
53451	pedley np0		2
53452	peebles np0		2
53453	peek vvb		2
53454	peeow nn1-vvb		2
53455	peepbo nn1-np0		2
53456	peeping nn1-aj0		2
53457	peepo nn1		2
53458	peeps vvz		2
53459	peep vvi		2
53460	peering vvg		2
53461	pegasus np0		2
53462	peg np0-nn1		2
53463	peg vvb-nn1		2
53464	pelgrin np0		2
53465	penalized vvn		2
53466	penaltriusm nn1		2
53467	penchant nn1		2
53468	pencilled vvn		2
53469	pendry np0		2
53470	penetrated vvn		2
53471	penetrates vvz		2
53472	penguins nn2		2
53473	peninsular aj0		2
53474	pennanians nn2		2
53475	penned vvn		2
53476	pennydaryn np0		2
53477	pennymead np0		2
53478	penrhos np0		2
53479	penthouse np0-nn1		2
53480	pent nn1		2
53481	pent nn1-aj0		2
53482	penventon nn1-np0		2
53483	penventon np0		2
53484	peopled vvn		2
53485	people unc		2
53486	peppermint nn1		2
53487	pepys np0		2
53488	percenters nn2		2
53489	perdu nn1		2
53490	peregrine nn1		2
53491	perera np0		2
53492	perez np0		2
53493	perfecting vvg		2
53494	perfects vvz		2
53495	performing vvg-aj0		2
53496	perfumed aj0		2
53497	pergammon np0-nn1		2
53498	perh unc		2
53499	perils nn2		2
53500	peripatetic aj0		2
53501	periwinkle nn1-vvb		2
53502	peri unc		2
53503	perjury nn1		2
53504	perk vvi		2
53505	permed aj0		2
53506	permitted vvd		2
53507	permitted vvd-vvn		2
53508	permit vvb-nn1		2
53509	permutations nn2		2
53510	perm vvb		2
53511	pernicious aj0		2
53512	perpendicular nn1-aj0		2
53513	perpetrated vvd		2
53514	perpetrating vvg		2
53515	perpetrators nn2		2
53516	perpetuated vvn		2
53517	perpetuate vvi		2
53518	perrier nn1-np0		2
53519	perrier np0-nn1		2
53520	perrin np0-nn1		2
53521	persecuted vvn-aj0		2
53522	persecute vvi		2
53523	perseverance nn1		2
53524	persevere vvi		2
53525	persil np0		2
53526	persisted vvd-vvn		2
53527	persisting vvg		2
53528	personage nn1		2
53529	personalise vvi		2
53530	personalization nn1		2
53531	personalized aj0		2
53532	personalized vvd		2
53533	personalizes vvz		2
53534	perspex vvb-nn1		2
53535	persuaded vvd-vvn		2
53536	persuaders nn2		2
53537	persuades vvz		2
53538	perton np0		2
53539	perturbed vvn		2
53540	perturbed vvn-aj0		2
53541	peruse vvi		2
53542	peruvian aj0		2
53543	pervasive aj0		2
53544	perversely av0		2
53545	perversity nn1		2
53546	perviest ajs		2
53547	perv nn1		2
53548	pescara np0		2
53549	pessimistically av0		2
53550	petard nn1		2
53551	petersfield np0		2
53552	petitioned vvn		2
53553	petitioner nn1		2
53554	petition vvi		2
53555	petrified aj0-vvn		2
53556	petroglycan nn1		2
53557	petro nn1		2
53558	petro np0-nn1		2
53559	petswood np0-nn1		2
53560	pet aj0-nn1		2
53561	pew nn1		2
53562	phantoms nn2		2
53563	pharmacological aj0		2
53564	pharyngitis nn1		2
53565	pharynx nn1		2
53566	phase vvb-nn1		2
53567	phasing vvg-nn1		2
53568	phaw itj		2
53569	phenomenally av0		2
53570	philanthropic aj0		2
53571	philanthropy nn1		2
53572	philately nn1		2
53573	phill vvb-nn1		2
53574	philosophically av0		2
53575	philpot np0		2
53576	phils np0		2
53577	phil unc		2
53578	phipps np0		2
53579	phlebitis nn1		2
53580	phoenix np0		2
53581	phol nn1		2
53582	phol np0-nn1		2
53583	phone-calls nn2		2
53584	phones vvz-nn2		2
53585	phonies nn2		2
53586	phonograph nn1		2
53587	phonology nn1		2
53588	phoo unc		2
53589	phospholipid aj0		2
53590	photocopied vvd		2
53591	photocopiers nn2		2
53592	photocopying nn1-vvg		2
53593	photocopying vvg-aj0		2
53594	photocopy vvb-nn1		2
53595	photographed vvd-vvn		2
53596	photographed vvn-vvd		2
53597	photograph vvb-nn1		2
53598	phototype vvi		2
53599	phraseologies nn2		2
53600	phrase vvb-nn1		2
53601	phworr nn1-np0		2
53602	phyl nn1-np0		2
53603	physicians nn2		2
53604	physic unc		2
53605	physiology nn1		2
53606	piano nn1-aj0		2
53607	piazza nn1		2
53608	piccalilli nn1		2
53609	pick-ups nn2		2
53610	picked aj0-vvn		2
53611	pickenham np0		2
53612	picker nn1		2
53613	picketed vvn-aj0		2
53614	pickled vvd		2
53615	pickle vvi		2
53616	picks nn2-vvz		2
53617	pictionary np0		2
53618	pictures vvz-nn2		2
53619	picture vvb-nn1		2
53620	pic nn1		2
53621	piddington np0		2
53622	piece nn1-vvb		2
53623	piedmont np0		2
53624	pied aj0		2
53625	pierced vvd-vvn		2
53626	pierced vvn		2
53627	pierces vvz		2
53628	pierce np0		2
53629	pierce vvb-nn1		2
53630	pie unc		2
53631	pigeonholes nn2		2
53632	piggeries nn2		2
53633	pigging vvg		2
53634	pigments nn2		2
53635	pigment nn1		2
53636	pig vvb-nn1		2
53637	pikes nn2		2
53638	pikey nn1-aj0		2
53639	pilate vvb		2
53640	pilate vvb-nn1		2
53641	piled vvd		2
53642	pilfering vvg		2
53643	pillboxes nn2		2
53644	pillions nn2		2
53645	pillion nn1		2
53646	piloted vvd		2
53647	piloting vvg		2
53648	pinched aj0-vvd		2
53649	pinched vvd-aj0		2
53650	pinched vvd-vvn		2
53651	pinches vvz-nn2		2
53652	pinch nn1-vvb		2
53653	pingu np0-nn1		2
53654	pinky aj0		2
53655	pinky np0-nn1		2
53656	pinpointed vvn		2
53657	pinpointing vvg		2
53658	pioneer nn1-vvb		2
53659	pipe-work nn1		2
53660	pipework nn1		2
53661	piping vvg-aj0		2
53662	pipped vvd		2
53663	pipping vvg		2
53664	pippin np0-nn1		2
53665	pisces np0		2
53666	piscoscophy nn1-np0		2
53667	pissing aj0		2
53668	pitchblende nn1		2
53669	pitched aj0-vvn		2
53670	pitched vvd		2
53671	pitched vvd-vvn		2
53672	pitcher nn1		2
53673	pitch vvb		2
53674	pitied vvn-aj0		2
53675	pitlochrie np0		2
53676	pitlochry np0		2
53677	pitsaw nn1		2
53678	pitted vvn		2
53679	pit unc		2
53680	pixel nn1		2
53681	pizzaland np0		2
53682	pizzarama nn1-np0		2
53683	pizzarama np0		2
53684	placated vvn-aj0		2
53685	placate vvi		2
53686	placebo nn1		2
53687	place unc		2
53688	placid aj0		2
53689	placing vvg-nn1		2
53690	plages vvz		2
53691	plagued vvn		2
53692	plagued vvn-aj0		2
53693	plagues nn2		2
53694	plague vvi		2
53695	plaid nn1		2
53696	plainfield np0-nn1		2
53697	plainness nn1		2
53698	plains nn2		2
53699	plaiting vvg		2
53700	plaits nn2		2
53701	planarlipid aj0		2
53702	planted vvd-vvn		2
53703	planted vvn-aj0		2
53704	plas-y-dre np0		2
53705	plastered vvn		2
53706	plastered vvn-aj0		2
53707	plasterers nn2		2
53708	plastering nn1-vvg		2
53709	plaster vvb		2
53710	plaster vvb-nn1		2
53711	plated vvd-vvn		2
53712	plateful nn1		2
53713	platelet nn1		2
53714	plate nn1-vvb		2
53715	plating vvg		2
53716	plat unc		2
53717	play-off nn1		2
53718	playbacks nn2		2
53719	playboy nn1		2
53720	playboy np0-nn1		2
53721	playdoh np0-nn1		2
53722	played vvd-aj0		2
53723	played vvn-aj0		2
53724	playhouse nn1-np0		2
53725	playpen nn1		2
53726	playwrights nn2		2
53727	plazas nn2		2
53728	pleading vvg-nn1		2
53729	pleased vvn-aj0		2
53730	pledged vvd-vvn		2
53731	pledges nn2-vvz		2
53732	pledge nn1-vvb		2
53733	pledge vvb-nn1		2
53734	plen unc		2
53735	pleurisy nn1-aj0		2
53736	plied vvd		2
53737	plimsoll nn1		2
53738	plodding vvg		2
53739	plonk nn1-vvb		2
53740	plonney nn1		2
53741	plotters nn2		2
53742	plotter nn1		2
53743	ploughing vvg-nn1		2
53744	plough vvb-nn1		2
53745	plowden nn1		2
53746	ploys nn2		2
53747	pluars np0		2
53748	plucked vvd		2
53749	plucked vvd-vvn		2
53750	pluck vvb		2
53751	plug-hole nn1		2
53752	plugged vvn-vvd		2
53753	plumbed vvn		2
53754	plumbing vvg		2
53755	plumb aj0		2
53756	plumped vvd		2
53757	plundering vvg		2
53758	plunged vvd		2
53759	plunge nn1		2
53760	plunge vvi		2
53761	plunging vvg		2
53762	pluses nn2-vvz		2
53763	plush aj0		2
53764	plush aj0-nn1		2
53765	plusses nn2		2
53766	pm np0		2
53767	pneuma np0		2
53768	pneumoconiosis nn1		2
53769	poached vvn		2
53770	poachers nn2		2
53771	poaching vvg-nn1		2
53772	poach vvb		2
53773	pocket nn1-vvb		2
53774	poco unc		2
53775	poeticisms nn2		2
53776	pogo nn1		2
53777	poindexter np0-nn1		2
53778	pointing aj0		2
53779	poised vvn		2
53780	poisoned vvd		2
53781	poisoned vvn		2
53782	poisoned vvn-aj0		2
53783	polarised aj0		2
53784	polarised aj0-vvd		2
53785	polarization nn1		2
53786	pole np0		2
53787	policed vvd		2
53788	polices vvz		2
53789	policewoman nn1		2
53790	policy-making nn1		2
53791	polished aj0-vvn		2
53792	polishes nn2		2
53793	polishing aj0-nn1		2
53794	polishing nn1-vvg		2
53795	polishing vvg-nn1		2
53796	polish nn1-aj0		2
53797	politic aj0		2
53798	politic unc		2
53799	polity nn1		2
53800	polit unc		2
53801	polled aj0		2
53802	polled aj0-vvn		2
53803	pollitzer np0		2
53804	polluted vvd		2
53805	polluted vvn		2
53806	polluters nn2		2
53807	polluter nn1		2
53808	pollute vvi		2
53809	poltergeist nn1		2
53810	polyandry nn1		2
53811	polycell np0		2
53812	polycell np0-nn1		2
53813	polyethylene nn1		2
53814	polygamy nn1		2
53815	polygyny nn1		2
53816	polymers nn2		2
53817	polyneuritis nn1		2
53818	polypropylene nn1		2
53819	polyripple nn1-np0		2
53820	polysacrulite nn1		2
53821	polytech nn1		2
53822	polytheism nn1		2
53823	polyunsaturates nn2		2
53824	pomposity nn1		2
53825	pom nn1		2
53826	ponderosa np0-nn1		2
53827	ponder vvb		2
53828	pongy aj0		2
53829	pontefract np0		2
53830	pontificating vvg		2
53831	pontins nn2		2
53832	ponytail nn1		2
53833	pooch nn1		2
53834	pooed vvn-aj0		2
53835	poofters nn2		2
53836	pooled vvd		2
53837	pooled vvn		2
53838	pooling vvg		2
53839	pool nn1-vvb		2
53840	pool np0		2
53841	poonds nn2		2
53842	pop-ons nn2		2
53843	pop-up nn1		2
53844	popalub vvb-nn1		2
53845	poplington np0		2
53846	popoloff vvb-nn1		2
53847	poppadom nn1		2
53848	poppa np0		2
53849	poppleton np0-nn1		2
53850	poppycock nn1		2
53851	poppy aj0		2
53852	popularizing vvg		2
53853	populist aj0		2
53854	populous aj0		2
53855	porkies nn2		2
53856	porsches nn2		2
53857	portabello np0		2
53858	portable nn1-aj0		2
53859	portadown np0		2
53860	portakabin nn1		2
53861	portcullis np0		2
53862	portering nn1		2
53863	portly aj0		2
53864	portman np0		2
53865	portraiture nn1		2
53866	portrayed vvd		2
53867	portrays vvz		2
53868	portuguese nn1-aj0		2
53869	port unc		2
53870	posa unc		2
53871	poser nn1-np0		2
53872	positioned vvd		2
53873	positioned vvd-vvn		2
53874	positioning vvg		2
53875	position vvb-nn1		2
53876	positivistic aj0		2
53877	posi unc		2
53878	possessed vvn		2
53879	possessed vvn-vvd		2
53880	possessing vvg		2
53881	possibles nn2		2
53882	possib unc		2
53883	post-apartheid aj0-nn1		2
53884	post-impressionist aj0		2
53885	post-mortem nn1		2
53886	post-olympic aj0		2
53887	post-primary aj0		2
53888	post-sixteen crd		2
53889	post-void aj0-nn1		2
53890	postbox nn1		2
53891	postcode nn1-vvb		2
53892	postgrad nn1		2
53893	posthumously av0		2
53894	posthumous aj0		2
53895	postulated vvn		2
53896	postulate vvb		2
53897	post nn1-vvb		2
53898	potful nn1		2
53899	potter nn1-vvb		2
53900	potting nn1-vvg		2
53901	potting vvg		2
53902	pouf nn1-vvb		2
53903	pounding vvg-nn1		2
53904	poundstretchers np0		2
53905	pounds vvz-nn2		2
53906	pouting vvg		2
53907	powerboat nn1-np0		2
53908	powered aj0-vvn		2
53909	powered vvn		2
53910	powered vvn-aj0		2
53911	powerhouse nn1		2
53912	powerjets np0		2
53913	practicals nn2		2
53914	practical nn1		2
53915	practical nn1-aj0		2
53916	practices nn2-vvz		2
53917	practised aj0		2
53918	practised aj0-vvn		2
53919	practised vvn-vvd		2
53920	practises nn2		2
53921	practising nn1		2
53922	practi unc		2
53923	pragmatically av0		2
53924	pratting vvg		2
53925	prattle nn1		2
53926	prat vvb-nn1		2
53927	praying nn1		2
53928	praying nn1-vvg		2
53929	prays vvz		2
53930	pre-booked aj0		2
53931	pre-congress aj0-nn1		2
53932	pre-eighty crd		2
53933	pre-election aj0		2
53934	pre-menstrual aj0		2
53935	pre-occupied aj0		2
53936	pre-planned aj0		2
53937	pre-prep aj0-nn1		2
53938	pre-processing nn1		2
53939	pre-release aj0-nn1		2
53940	pre-roman aj0		2
53941	pre-set aj0		2
53942	pre-set vvi		2
53943	pre-structural aj0		2
53944	pre-west nn1		2
53945	preached vvd-vvn		2
53946	preaches vvz		2
53947	precautionary aj0		2
53948	precedences nn2		2
53949	preciously av0		2
53950	precipitantly av0		2
53951	precipitates nn2		2
53952	precipitating aj0-nn1		2
53953	predates vvz		2
53954	predetermined vvn-aj0		2
53955	predicated vvn		2
53956	predicted vvd-vvn		2
53957	predictive aj0		2
53958	predominates vvz		2
53959	preempted vvn		2
53960	preempts vvz		2
53961	prefabs nn2		2
53962	preface vvi		2
53963	prefect nn1		2
53964	preferentially av0		2
53965	prefer unc		2
53966	prehistoric aj0		2
53967	prejudging vvg-nn1		2
53968	prejudiced vvn		2
53969	prejudiced vvn-aj0		2
53970	preliminaries nn2		2
53971	premenstrual aj0		2
53972	prepacked aj0		2
53973	preparing vvg-nn1		2
53974	prepping vvg		2
53975	prerequisites nn2		2
53976	prerogatives nn2		2
53977	presbyterian nn1		2
53978	present unc		2
53979	preservative nn1		2
53980	preserved aj0		2
53981	preserving aj0-vvg		2
53982	preserving vvg-nn1		2
53983	prese unc		2
53984	presided vvd-vvn		2
53985	presided vvn		2
53986	pressed aj0-vvd		2
53987	pressies nn2		2
53988	pressure-sensitive aj0		2
53989	pressured aj0-vvd		2
53990	pressures nn2-vvz		2
53991	pressuring vvg		2
53992	pressurised aj0-vvn		2
53993	pressurized np0		2
53994	pressurized vvn		2
53995	pressurized vvn-aj0		2
53996	pressurizing vvg		2
53997	prestel np0		2
53998	prestel vvb		2
53999	prestwick np0		2
54000	presuma unc		2
54001	pretences nn2		2
54002	pretender nn1-np0		2
54003	prevailed vvd		2
54004	prevailing vvg		2
54005	prevarication nn1		2
54006	preview vvi		2
54007	prev unc		2
54008	preyed vvd		2
54009	prezzie nn1		2
54010	pricing vvg-aj0		2
54011	pricked vvn-vvd		2
